Shimmer_8663_TimestampSync_Unix_CAL,Shimmer_8663_Accel_LN_X_LPF_CAL,Shimmer_8663_Accel_LN_Y_LPF_CAL,Shimmer_8663_Accel_LN_Z_LPF_CAL,Shimmer_8663_ECGtoHR_LA_RA_LPF_CAL,Shimmer_8663_ECGtoHR_LL_LA_LPF_CAL,Shimmer_8663_ECGtoHR_LL_RA_LPF_CAL
ms,m/(s^2),m/(s^2),m/(s^2),BPM,BPM,BPM
1.71E+12,2.584382841,10.65687627,4.797377301,79.17525773,79.00578218,79.14603081
1.71E+12,2.584214308,10.65681833,4.798004271,79.17525773,79.05172668,79.14256785
1.71E+12,2.584062618,10.65676325,4.798617513,79.17525773,79.09610357,79.13879724
1.71E+12,2.583927392,10.65671019,4.799217818,79.17525773,79.13889364,79.13470062
1.71E+12,2.583808131,10.65665829,4.799805987,79.17525773,79.18008045,79.1302592
1.71E+12,2.583704229,10.65660669,4.800382806,79.17525773,79.21965038,79.12545375
1.71E+12,2.583614961,10.65655449,4.800949044,79.17525773,79.25759252,79.12026471
1.71E+12,2.583539498,10.65650078,4.80150547,79.17525773,79.29389868,79.11467218
1.71E+12,2.583476931,10.65644466,4.802052863,79.17525773,79.32856329,79.108656
1.71E+12,2.58342629,10.6563852,4.802592001,79.17525773,79.36158337,79.1021958
1.71E+12,2.583386563,10.65632151,4.803123664,79.17525773,79.39295845,79.09527102
1.71E+12,2.583356737,10.65625276,4.803648631,79.17525773,79.4226905,79.08786103
1.71E+12,2.583335815,10.65617812,4.804167668,79.17525773,79.45078386,79.07994514
1.71E+12,2.583322796,10.65609683,4.804681538,79.17525773,79.47724515,79.07150269
1.71E+12,2.583316659,10.65600818,4.805191002,79.17525773,79.50208321,79.0625131
1.71E+12,2.583316369,10.65591144,4.805696838,79.17525773,79.52530897,79.05295596
1.71E+12,2.58332085,10.65580599,4.806199841,79.17525773,79.54693539,79.04281112
1.71E+12,2.583328996,10.6556912,4.806700801,79.17525773,79.56697736,79.0320587
1.71E+12,2.583339681,10.65556654,4.807200497,79.17525773,79.58545161,79.02067923
1.71E+12,2.58335176,10.65543145,4.807699691,79.17525773,79.6023766,79.00865371
1.71E+12,2.583364071,10.65528543,4.808199134,79.17525773,79.61777243,78.99596366
1.71E+12,2.583375461,10.65512798,4.808699575,79.17525773,79.63166076,78.98259124
1.71E+12,2.583384784,10.65495869,4.809201747,79.17525773,79.64406467,78.96851931
1.71E+12,2.583390901,10.65477719,4.809706343,79.17525773,79.65500861,78.95373151
1.71E+12,2.583392687,10.65458318,4.810214008,79.17525773,79.66451829,78.93821236
1.71E+12,2.583389038,10.6543764,4.810725334,79.17525773,79.67262055,78.9219473
1.71E+12,2.583378878,10.65415662,4.811240872,79.17525773,79.67934334,78.90492279
1.71E+12,2.583361147,10.65392363,4.811761141,79.17525773,79.68471555,78.8871264
1.71E+12,2.583334802,10.65367727,4.812286619,79.17525773,79.68876699,78.86854687
1.71E+12,2.583298828,10.65341746,4.812817719,79.17525773,79.69152827,78.84917416
1.71E+12,2.583252245,10.65314413,4.813354766,79.17525773,79.69303071,78.82899956
1.71E+12,2.583194096,10.65285728,4.813898005,79.17525773,79.6933063,78.80801574
1.71E+12,2.583123468,10.65255689,4.814447642,79.17525773,79.69238757,78.78621679
1.71E+12,2.583039487,10.652243,4.815003863,79.17525773,79.69030758,78.76359832
1.71E+12,2.5829413,10.65191574,4.815566836,79.17525773,79.6870998,78.74015748
1.71E+12,2.58282809,10.65157531,4.816136696,79.17525773,79.68279807,78.71589303
1.71E+12,2.582699115,10.65122202,4.816713535,79.17525773,79.67743655,78.69080537
1.71E+12,2.582553694,10.65085624,4.817297426,79.17525773,79.67104964,78.66489661
1.71E+12,2.582391215,10.65047843,4.817888422,79.17525773,79.66367192,78.63817056
1.71E+12,2.582211133,10.65008908,4.818486543,79.17525773,79.65533814,78.6106328
1.71E+12,2.582012958,10.64968874,4.819091763,79.17525773,79.64608315,78.58229068
1.71E+12,2.581796242,10.64927798,4.819703997,79.17525773,79.63594184,78.55315335
1.71E+12,2.581560587,10.64885743,4.820323083,79.17525773,79.62494913,78.52323176
1.71E+12,2.581305669,10.64842776,4.820948797,79.17525773,79.61313993,78.49253867
1.71E+12,2.581031226,10.64798968,4.821580864,79.17525773,79.6005491,78.46108865
1.71E+12,2.580737025,10.64754392,4.822218977,79.17525773,79.58721141,78.42889809
1.71E+12,2.580422874,10.64709116,4.822862811,79.17525773,79.57316154,78.39598514
1.71E+12,2.58008862,10.64663208,4.823512008,79.17525773,79.55843402,78.36236973
1.71E+12,2.579734147,10.64616735,4.824166174,79.17525773,79.54306326,78.32807352
1.71E+12,2.579359401,10.64569766,4.824824891,79.17525773,79.52708346,78.29311988
1.71E+12,2.578964398,10.64522372,4.825487744,79.17525773,79.51052866,78.25753382
1.71E+12,2.57854921,10.64474627,4.826154321,79.17525773,79.49343267,78.221342
1.71E+12,2.578113986,10.64426606,4.826824207,79.17525773,79.47582908,78.18457261
1.71E+12,2.577658953,10.6437839,4.827496975,79.17525773,79.45775124,78.14725534
